sweet 	1.0	39
lieber 	1.0	19
prefers 	1.0	14
dear 	0.998303647159	1177
preferred 	0.978260869565	45
prefer 	0.973933649289	411
friend 	0.947368421053	18
rather 	0.944871794872	1474
boy 	0.933333333333	14
holy 	0.928571428571	13
man 	0.916666666667	11
love 	0.911764705882	31
darling 	0.892857142857	50
instead 	0.825	33
my 	0.763636363636	42
sooner 	0.708333333333	17
go 	0.58904109589	43
happier 	0.529411764706	18
wanna 	0.52380952381	22
nice 	0.521739130435	12
wouldn 	0.435897435897	17
'd 	0.371428571429	52
shouldn 	0.363636363636	20
just 	0.315384615385	41
oh 	0.311475409836	19
should 	0.237113402062	92
't 	0.230769230769	18
good 	0.141791044776	57
like 	0.139534883721	36
more 	0.125211505922	74
want 	0.0996884735202	64
better 	0.087504704554	1395
best 	0.0767045454545	27
let 	0.0537313432836	18
to 	0.0342465753425	20
don 	0.0232919254658	15
, 	0.0128205128205	11
make 	0.0093399750934	15
might 	0.00495516753185	21
