bills 	1.0	98
shining 	1.0	70
tracks 	1.0	62
shine 	1.0	61
appeared 	1.0	37
shines 	1.0	37
bucks 	1.0	31
rails 	1.0	18
appears 	0.988118811881	499
appear 	0.987288135593	233
seemed 	0.981505944518	743
seems 	0.966047176555	2703
seem 	0.957863501484	1614
notes 	0.95	19
feels 	0.928571428571	13
sounds 	0.901408450704	64
looked 	0.894736842105	17
looks 	0.802816901408	342
sound 	0.8	12
track 	0.769230769231	20
look 	0.674418604651	29
thought 	0.625	15
apparently 	0.527777777778	38
believe 	0.494623655914	46
's 	0.398671096346	120
was 	0.395061728395	32
feel 	0.377777777778	17
doesn 	0.262626262626	26
is 	0.175257731959	68
didn 	0.158536585366	13
're 	0.129032258065	24
does 	0.0961538461538	20
, 	0.0885780885781	76
think 	0.0841283607979	97
the 	0.052	39
that 	0.0515759312321	18
to 	0.0462328767123	27
of 	0.0415224913495	12
and 	0.0378947368421	18
it 	0.036093418259	17
a 	0.0348258706468	14
. 	0.0333333333333	18
must 	0.0301291248207	63
guess 	0.0271800679502	48
i 	0.0163265306122	12
